Bus Name,Bus Type,Start Time,End Time,Rating,Total Duration,Price,Seats Available,Route Name,Route Link,State
BSR Tours And Travels,A/C Sleeper (2+1),22:00,4:30,4.7,06h 30m,880,7 Seats available,Hyderabad To Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Tsrtc
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,4:30,4.4,06h 30m,580,8 Seats available,Hyderabad To Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Tsrtc
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,5:30,4.3,08h 10m,441,16 Seats available,Hyderabad To Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Tsrtc
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,5:55,4.3,07h 20m,531,17 Seats available,Hyderabad To Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Tsrtc
VSR Tours and Travels,A/C Sleeper (2+1),23:00,5:30,4.3,06h 30m,584,19 Seats available,Hyderabad To Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Tsrtc
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,5:50,4.7,07h 15m,711,23 Seats available,Hyderabad To Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Tsrtc
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,6:30,4.2,09h 10m,441,15 Seats available,Hyderabad To Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Tsrtc
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,5:30,4.7,07h 30m,580,14 Seats available,Hyderabad To Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Tsrtc
TGSRTC - 8270,Rajdhani (AC Semi Sleeper 2+2),10:00,13:45,3.9,03h 45m,297,21 Seats available,Hyderabad To Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Tsrtc
TGSRTC - 8499,Super Luxury (Non AC Seater 2+2 Push Back),10:30,13:45,3.8,03h 15m,245,25 Seats available,Hyderabad To Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Tsrtc
TGSRTC - 8276,Super Luxury (Non AC Seater 2+2 Push Back),14:30,17:30,4,03h 00m,245,31 Seats available,Hyderabad To Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Tsrtc
TGSRTC - 8238,Rajdhani (AC Semi Sleeper 2+2),17:00,19:45,4,02h 45m,297,31 Seats available,Hyderabad To Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Tsrtc
TGSRTC - 8449,Super Luxury (Non AC Seater 2+2 Push Back),17:30,21:00,3.9,03h 30m,245,32 Seats available,Hyderabad To Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Tsrtc
Jagan Travels,A/C Seater / Sleeper (2+1),22:00,9:30,4.4,11h 30m,600,28 Seats available,Hyderabad To Tirupathi,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Tsrtc
IntrCity SmartBus,AC Sleeper (2+1),21:30,7:20,4.7,09h 50m,909,19 Seats available,Hyderabad To Tirupathi,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Tsrtc
Moksha Travels,A/C Sleeper (2+1),17:00,5:25,4.2,12h 25m,1199,18 Seats available,Hyderabad To Tirupathi,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Tsrtc
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,21:00,3.6,03h 30m,543,37 Seats available,Hyderabad To Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Tsrtc
Orange Tours And Travels,A/C Sleeper (2+1),22:00,1:45,3.3,03h 45m,800,25 Seats available,Hyderabad To Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Tsrtc
Ashoka Travels,Scania AC Multi Axle Sleeper (2+1),22:30,2:30,3.6,04h 00m,700,26 Seats available,Hyderabad To Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Tsrtc
Saini Travels Pvt. Ltd.,A/C Sleeper (2+1),21:30,1:40,3.9,04h 10m,1300,30 Seats available,Hyderabad To Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Tsrtc
TGSRTC - 7105,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:15,3.6,05h 45m,392,24 Seats available,Hyderabad To Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Tsrtc
TGSRTC - 7163,Super Luxury (Non AC Seater 2+2 Push Back),11:00,16:30,4.8,05h 30m,392,31 Seats available,Hyderabad To Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Tsrtc
TGSRTC - 8019,Rajdhani (AC Semi Sleeper 2+2),11:45,16:40,3.6,04h 55m,476,31 Seats available,Hyderabad To Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Tsrtc
TGSRTC - 8015,RAJDHANI (A.C. Semi Sleeper),12:15,18:05,3.7,05h 50m,476,43 Seats available,Hyderabad To Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Tsrtc
TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,18:15,3.6,05h 45m,476,43 Seats available,Hyderabad To Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Tsrtc
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:55,2.7,04h 55m,790,16 Seats available,Peddapalli Telangana To Hyderabad,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Tsrtc
NueGo,Electric A/C Seater (2+2),9:35,15:05,3.9,05h 30m,389,24 Seats available,Hyderabad To Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Tsrtc
NueGo,Electric A/C Seater/Sleeper (2+1),10:30,15:55,3.7,05h 25m,332,6 Seats available,Hyderabad To Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Tsrtc
NueGo,Electric A/C Seater (2+2),11:30,16:55,4.5,05h 25m,199,19 Seats available,Hyderabad To Kodad,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Tsrtc
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,8:05,4.5,10h 50m,600,24 Seats available,Pune To Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ktcl
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:05,8:30,4.2,11h 25m,900,10 Seats available,Pune To Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ktcl
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),20:00,7:15,4.1,11h 15m,799,14 Seats available,Pune To Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ktcl
IntrCity SmartBus,AC Sleeper (2+1),22:00,9:35,4.4,11h 35m,900,24 Seats available,Pune To Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ktcl
Gogte Travels,NON A/C Sleeper (2+1),19:30,6:15,4,10h 45m,699,18 Seats available,Pune To Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),19:00,7:00,3.2,12h 00m,1200,7 Seats available,Goa To Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ktcl
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,10:00,4.4,11h 30m,1500,19 Seats available,Goa To Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ktcl
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,6:45,4.6,10h 15m,817,22 Seats available,Goa To Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ktcl
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,6:30,4.4,10h 30m,549,26 Seats available,Goa To Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ktcl
Prasanna - Purple Bus,VE A/C Sleeper (2+1),17:00,5:00,4.2,12h 00m,1570,20 Seats available,Goa To Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,6:00,3.6,12h 55m,1000,1 Seat available,Mumbai To Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Ktcl
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:00,6:00,4.4,17h 00m,1119,18 Seats available,Mumbai To Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Ktcl
Zingbus Plus,AC Sleeper (2+1),17:00,9:55,4.3,16h 55m,1000,23 Seats available,Mumbai To Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Ktcl
Konkan Travels National,A/C Sleeper (2+1),18:00,10:55,4.1,16h 55m,1000,15 Seats available,Mumbai To Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Ktcl
Zingbus Plus,VE A/C Sleeper (2+1),20:00,11:55,4.4,15h 55m,1141,22 Seats available,Mumbai To Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,8:00,4,13h 30m,1000,8 Seats available,Goa To Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Ktcl
Zingbus Plus,AC Sleeper (2+1),18:10,8:45,4.2,14h 35m,892,23 Seats available,Goa To Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Ktcl
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,5:00,4.2,15h 00m,1000,18 Seats available,Goa To Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Ktcl
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),19:40,10:15,4.4,14h 35m,1061,15 Seats available,Goa To Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Ktcl
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,4.2,15h 00m,1000,14 Seats available,Goa To Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,19:45,4,03h 45m,170,1 Seat available,Belagavi To Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa,Ktcl
PVS Tours and Travels,A/C Sleeper (2+1),11:20,15:15,3.4,03h 55m,1996,7 Seats available,Belagavi To Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45,8:15,3.8,12h 30m,800,11 Seats available,Bangalore To Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Ktcl
Streamline tours and travels,A/C Sleeper (2+1),21:00,10:00,4.3,13h 00m,1040,17 Seats available,Bangalore To Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Ktcl
IntrCity SmartBus,AC Sleeper (2+1),21:30,11:20,4,13h 50m,1064,19 Seats available,Bangalore To Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Ktcl
Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,8:45,4.1,12h 30m,1199,12 Seats available,Bangalore To Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 5633,Volvo AC Seater 2+2,18:30,8:30,3.6,14h 00m,800,14 Seats available,Goa To Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Ktcl
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,7:15,4.5,13h 15m,1199,12 Seats available,Goa To Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Ktcl
Streamline tours and travels,A/C Sleeper (2+1),18:00,6:30,4.3,12h 30m,1116,7 Seats available,Goa To Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Ktcl
Sunrise Tours and Travels,A/C Sleeper (2+1),18:15,6:05,4.5,11h 50m,1099,12 Seats available,Goa To Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Ktcl
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,6:00,2.5,10h 15m,1424,18 Seats available,Pandharpur To Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Ktcl
National travels,Bharat Benz A/C Sleeper (2+1),16:00,22:15,3.3,06h 15m,950,28 Seats available,Goa To Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Ktcl
VRL Travels,A/C Sleeper (2+1),16:30,21:10,3.4,04h 40m,1400,32 Seats available,Goa To Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Ktcl
Shirdi Xpress,A/C Sleeper (2+1),17:00,21:30,3.3,04h 30m,860,16 Seats available,Goa To Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Ktcl
PSR Travels Goa,A/C Sleeper (2+1),17:01,22:30,3.5,05h 29m,950,13 Seats available,Goa To Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Ktcl
Rajat Travels,A/C Seater / Sleeper (2+1),18:00,22:30,3.2,04h 30m,900,24 Seats available,Goa To Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,2:30,3,07h 30m,420,22 Seats available,Goa To Kolhapur Maharashtra,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Ktcl
Vaibhav Travels,A/C Sleeper (2+1),10:20,18:50,3.4,08h 30m,300,22 Seats available,Goa To Kolhapur Maharashtra,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Ktcl
URL Travels Neeta,A/C Sleeper (2+1),10:30,17:00,3.7,06h 30m,450,19 Seats available,Goa To Kolhapur Maharashtra,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Ktcl
KTC Travels (Neeta),A/C Sleeper (2+1),12:30,19:00,4.1,06h 30m,500,17 Seats available,Goa To Kolhapur Maharashtra,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Ktcl
IntrCity SmartBus,AC Sleeper (2+1),15:40,21:45,4.5,06h 05m,600,16 Seats available,Goa To Kolhapur Maharashtra,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15,8:00,3,08h 45m,1550,17 Seats available,Solapur To Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,Ktcl
S R Travels,A/C Seater/Sleeper (2+1),18:45,7:00,2.8,12h 15m,700,8 Seats available,Solapur To Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,Ktcl
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,6:00,1.6,12h 00m,1424,18 Seats available,Solapur To Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,Ktcl
Sharma Travels,Bharat Benz A/C Sleeper (2+1),23:00,9:00,3.9,10h 00m,2000,9 Seats available,Solapur To Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,7:00,2.7,12h 00m,735,22 Seats available,Goa To Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Ktcl
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,4:30,2.8,08h 45m,949,20 Seats available,Goa To Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,6:05,3,11h 05m,675,22 Seats available,Goa To Sangola,https://www.redbus.in/bus-tickets/goa-to-sangola,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,2:00,3.6,07h 00m,1850,15 Seats available,Goa To Sangola,https://www.redbus.in/bus-tickets/goa-to-sangola,Ktcl
PSR Travels Goa,A/C Sleeper (2+1),18:30,4:15,3.5,09h 45m,1100,19 Seats available,Goa To Sangola,https://www.redbus.in/bus-tickets/goa-to-sangola,Ktcl
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,3:45,2.5,08h 00m,949,20 Seats available,Goa To Sangola,https://www.redbus.in/bus-tickets/goa-to-sangola,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:59,8:00,3.8,08h 01m,1550,22 Seats available,Sangola To Goa,https://www.redbus.in/bus-tickets/sangola-to-goa,Ktcl
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,6:00,2.1,09h 30m,1424,18 Seats available,Sangola To Goa,https://www.redbus.in/bus-tickets/sangola-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00,11:15,3.7,01h 15m,200,47 Seats available,Calangute Goa To Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45,13:00,2.9,01h 15m,200,42 Seats available,Calangute Goa To Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,4.2,01h 45m,200,40 Seats available,Goa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,4,01h 30m,200,40 Seats available,Goa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,11:25,5,01h 10m,200,42 Seats available,Mopa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:55,3.1,01h 25m,200,47 Seats available,Mopa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,13:10,4.8,01h 10m,200,48 Seats available,Mopa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,3.8,01h 10m,200,46 Seats available,Mopa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,3.1,01h 10m,200,47 Seats available,Mopa Airport To Calangute Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,8:00,1.7,09h 00m,450,36 Seats available,Shimoga To Goa,https://www.redbus.in/bus-tickets/shimoga-to-goa,Ktcl
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,8:00,2.7,08h 15m,1000,13 Seats available,Shimoga To Goa,https://www.redbus.in/bus-tickets/shimoga-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,18:45,3.6,02h 45m,140,2 Seats available,Belagavi To Marcel,https://www.redbus.in/bus-tickets/belagavi-to-marcel,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,19:15,4,03h 15m,150,1 Seat available,Belagavi To Ponda,https://www.redbus.in/bus-tickets/belagavi-to-ponda,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:31,11:45,3.6,01h 14m,150,41 Seats available,Panaji To Goa Airport,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01,17:15,4.3,01h 14m,150,41 Seats available,Panaji To Goa Airport,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00,20:00,3.6,01h 00m,150,42 Seats available,Panaji To Goa Airport,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,4:00,3.5,09h 00m,490,22 Seats available,Goa To Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,Ktcl
Vaibhav Travels,A/C Sleeper (2+1),10:20,18:45,3.4,08h 25m,300,22 Seats available,Goa To Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,Ktcl
IntrCity SmartBus,AC Sleeper (2+1),15:40,23:45,4.4,08h 05m,600,13 Seats available,Goa To Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,Ktcl
IntrCity SmartBus,AC Sleeper (2+1),16:40,0:45,4.4,08h 05m,600,20 Seats available,Goa To Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,Ktcl
IntrCity SmartBus,AC Sleeper (2+1),18:10,1:30,4.4,07h 20m,899,29 Seats available,Goa To Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),9:55,10:30,3.6,00h 35m,150,47 Seats available,Goa To Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:44,11:15,3.6,00h 31m,150,47 Seats available,Goa To Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),11:00,11:30,3.6,00h 30m,150,47 Seats available,Goa To Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30,13:00,4,00h 30m,150,47 Seats available,Goa To Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00,14:30,3.7,00h 30m,150,47 Seats available,Goa To Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,4:30,3.1,09h 30m,505,22 Seats available,Goa To Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,Ktcl
Vaibhav Travels,A/C Sleeper (2+1),20:00,5:42,3.7,09h 42m,599,16 Seats available,Goa To Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,1:30,2.6,06h 30m,1850,26 Seats available,Goa To Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,Ktcl
PSR Travels Goa,A/C Sleeper (2+1),18:30,2:35,3.5,08h 05m,1100,23 Seats available,Goa To Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,Ktcl
URL Travels Neeta,A/C Sleeper (2+1),10:30,18:30,4.1,08h 00m,2700,19 Seats available,Goa To Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,17:00,3.4,02h 00m,400,46 Seats available,Margoa To Mopa Airport,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,10:45,3.8,00h 30m,150,42 Seats available,Mopa Airport To Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,11:00,3.6,00h 30m,150,47 Seats available,Mopa Airport To Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159657,A/C Seater (2+3),11:15,11:45,3.6,00h 30m,150,47 Seats available,Mopa Airport To Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:00,3.6,00h 30m,150,47 Seats available,Mopa Airport To Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,12:30,3.6,00h 30m,200,48 Seats available,Mopa Airport To Goa,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,12:30,3.6,02h 00m,400,47 Seats available,Mopa Airport To Margoa,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,14:30,3.6,02h 00m,400,47 Seats available,Mopa Airport To Margoa,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,18:00,3.6,02h 00m,400,47 Seats available,Mopa Airport To Margoa,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,14:46,4.3,01h 01m,150,41 Seats available,Goa Airport To Panaji,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:00,4.3,01h 00m,150,42 Seats available,Goa Airport To Panaji,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Ktcl
PSR Travels Goa,A/C Sleeper (2+1),18:00,9:00,3.6,15h 00m,1499,13 Seats available,Shirdi To Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),14:30,9:30,3.5,19h 00m,1520,10 Seats available,Shirdi To Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),15:00,8:00,3,17h 00m,1550,17 Seats available,Shirdi To Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,Ktcl
Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:19,10:39,1.7,14h 20m,1600,9 Seats available,Shirdi To Goa,https://www.redbus.in/bus-tickets/shirdi-to-goa,Ktcl
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,2:30,3.2,09h 00m,900,25 Seats available,Goa To Shimoga,https://www.redbus.in/bus-tickets/goa-to-shimoga,Ktcl
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,7:00,5,08h 30m,1199,5 Seats available,Goa To Satara,https://www.redbus.in/bus-tickets/goa-to-satara,Ktcl
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,8:00,4.6,09h 30m,1500,19 Seats available,Goa To Satara,https://www.redbus.in/bus-tickets/goa-to-satara,Ktcl
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,4:40,4.9,08h 10m,817,22 Seats available,Goa To Satara,https://www.redbus.in/bus-tickets/goa-to-satara,Ktcl
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,5:40,4.5,08h 10m,1390,16 Seats available,Goa To Satara,https://www.redbus.in/bus-tickets/goa-to-satara,Ktcl
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:00,4:10,4.7,08h 10m,1107,23 Seats available,Goa To Satara,https://www.redbus.in/bus-tickets/goa-to-satara,Ktcl
